distance,items,traffic,prep_time,courier_speed,delivery_time
10.823248649767365,18,0.911573140137698,48.13448575124043,29.312917184529347,80.48922369272952
22.364597189015523,16,0.00999377485857078,20.072629450886446,23.531979807165023,66.8628323293888
3.3906866039476835,15,0.7825056359493593,27.08902157435804,58.61671477499035,38.8169090126841
17.862775610847336,11,0.05752678371465414,27.7288051778302,47.54669000442055,56.541214677889606
9.03087506423468,13,0.47822211488311783,32.02001049574595,52.2799250296809,46.48020932075264
2.9827193612486256,18,0.6378728330734764,14.205506834707482,62.85887525338918,30.86825356094547
9.973281641649095,8,0.6867592670824648,29.885852772788834,60.81324249854251,52.292487985629215
22.065282799896412,9,0.05847926361591138,33.09306447835139,13.035431011775888,77.68218854871792
24.52307984657168,11,0.41860361738396823,34.24399481195788,66.18003337065197,71.097835273194
10.123596498961824,17,0.5838372605023247,50.0945236491452,47.2892314936198,62.90225522066105
22.21720150125619,1,0.06604553730600693,33.45339741637223,37.41959715703408,65.74987348294366
12.986533197926017,11,0.13509455659530978,17.693115738252136,47.62635983876493,39.299219809174126
18.066868422766568,7,0.6636489895040385,41.47208060343029,52.87160139201275,69.5271401354759
1.611599845708668,8,0.5216381965906517,48.85227792476439,20.46544169116579,53.72176849946273
14.154143313608573,19,0.16182866126829054,22.565441654104397,39.21907767285115,56.54739299521337
2.2189674371692654,4,0.5352393369147335,40.491826095968285,33.491034713172866,41.58387537659482
7.081139948798083,4,0.9126923734444158,13.081589777030695,34.52862613726269,43.203351906331186
14.386950983782626,19,0.015587584775363927,23.805946751793524,16.393445688511576,58.108267012930206
20.275512277331174,9,0.6426337734858546,55.00731612522988,21.189044160016127,94.92484261457959
14.24189427319581,17,0.07365043460534193,55.12194897394139,21.328244731035497,79.72890730824676
23.436692757322646,18,0.006449442964700847,36.6428518308685,36.12573202551535,81.02404827312473
20.35314643560797,1,0.1506544886606338,43.62933034758087,72.6144081412354,58.017047646584416
4.327883579575014,14,0.4229066318539193,51.970847836326776,24.421916034465987,61.57179891117106
10.029482897884465,4,0.802343998981953,57.72042519219447,39.133475537236315,76.63039888416695
16.87789296901608,10,0.28178549660455865,31.94375421593732,31.812659070939652,66.58747597049936
23.49094777442761,14,0.6256732123887586,35.88666551443189,65.11683187859367,76.99966491682318
24.699038784244436,7,0.41115663795530666,27.860286165630665,13.50885026245713,80.7148265996695
19.198067730088777,12,0.23433179196600795,8.959006538103582,23.758037687512328,47.73411146173949
14.557347986694415,16,0.5142471142828586,28.254190984685014,24.744907964835605,64.50860322443629
19.0369373985808,5,0.7974644903726232,48.484503666069244,79.50739602192618,69.38477586836588
7.194292276866719,11,0.8324923700561442,49.26870238953408,49.95425125764125,66.65526478380013
7.448274167861001,4,0.8465195318772367,54.08074130263149,19.727078506846276,73.54397065368016
16.531558980976918,13,0.3385578125549794,7.830668784678299,29.053939749359582,48.9441838247082
21.859971621797804,8,0.793456064715753,33.99350242693486,21.7475465886047,86.46108914495515
24.260332484820665,7,0.21217845510890787,10.908346836539195,18.72231987336136,60.82078498804818
8.862697720364848,11,0.7384251012428833,16.04082007411588,65.80274198855248,42.368850936896024
20.015563765982346,11,0.9483844262726167,54.51190763093336,44.70268400622484,99.13781517909628
21.362504729543595,17,0.01374383469095719,32.32351921363327,54.184709579414694,68.45275613185956
15.767744454269122,14,0.440363931178798,46.71997064931375,33.187587289439726,78.98717360266477
